Teller,Lijsten,LijstIDs,LijstID,MainID,VraagID,Hierarchy,Recur,L_Inactief,V_Inactief,L_Herhaalbaar,V_Herhaalbaar,VTrigger,TreelayID,isTriggered,CHILDID,ONZZANTW,TYPE,STELLING,METADATA,KORTEOMS,STATOMSCHR,PROTOCOL,CONTROLID,NAAM,KEUZELIJST,CATEGORIE,VERVALLEN,BVT_TRIGG,BRON_PROTOCOL,BRON_REFER_PROTOCOL,VERSIE_PROTOCOL,DEFINITIE_PROTOCOL,VRIJE_CODE_PROTOCOL,LSTOBJPD,BEREKENING,HERHAALBAA,BVT_WIZAC,I_LijstID,ValidFrom_UTC_x,ValidTo_UTC_x
14,Postnataal chromosomenonderzoek(S);Foetusinformatie;Foetusinformatie (optioneel in te vullen);,100000230310000023051000011080,1000011080,1000002303,1000042387,2000026671200009816820000981751000042387,3,0,0,0,0,,2000098175,,1000042387,0,V,Geslacht foetus,NULL,foetus_geslacht,Geslacht foetus,,0000000002,Keuzeselectiegroep,2000001627,KLG,0,0,NULL,NULL,NULL,NULL,NULL,,,0,0,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
15,Postnataal chromosomenonderzoek(S);Foetusinformatie;Foetusinformatie (optioneel in te vullen);,100000230310000023051000011080,1000011080,1000002303,1000042389,2000026671200009816820000981761000042389,3,0,0,0,0,,2000098176,,1000042389,0,V,Foetus doodgeboren,NULL,foetus_doodgeboren,Foetus doodgeboren,,0000000002,Keuzeselectiegroep,2000001629,KLG,0,0,NULL,NULL,NULL,NULL,NULL,,,0,0,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
20,Postnataal chromosomenonderzoek(S);Partnerinformatie;,10000023031000002306,1000002306,1000002303,1000007809,200002667620000266771000007809,2,1,0,0,0,,2000026677,,1000007809,0,V,Naam partner,NULL,partner_naam,Naam partner,,0000000001,Memo,,KLG,0,0,NULL,NULL,NULL,NULL,NULL,,,0,0,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
21,Postnataal chromosomenonderzoek(S);Partnerinformatie;,10000023031000002306,1000002306,1000002303,1000007810,200002667620000266781000007810,2,1,0,0,0,,2000026678,,1000007810,0,V,Geboortedatum partner,NULL,partner_geboortedatum,Geboortedatum partner,,0000000006,Datum,,KLG,0,0,NULL,NULL,NULL,NULL,NULL,,,0,0,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
22,Postnataal chromosomenonderzoek(S);Partnerinformatie;,10000023031000002306,1000002306,1000002303,1000007811,200002667620000266791000007811,2,1,0,0,0,,2000026679,,1000007811,0,V,Geslacht partner,NULL,partner_geslacht,Geslacht partner,,0000000002,Keuzeselectiegroep,2000002211,KLG,0,0,NULL,NULL,NULL,NULL,NULL,,,0,0,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
23,Postnataal chromosomenonderzoek(S);Partnerinformatie;,10000023031000002306,1000002306,1000002303,1000007812,200002667620000266801000007812,2,1,0,0,0,,2000026680,,1000007812,0,V,Patiëntnummer partner,NULL,partner_zisnummer,Patiëntnummer partner,,0000000001,Memo,,KLG,0,0,NULL,NULL,NULL,NULL,NULL,,,0,0,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
99,Postnataal chromosomenonderzoek(S);Onderzoek;,10000023031000002307,1000002307,1000002303,1000007813,200002668120000266821000007813,2,0,1,0,0,,2000026682,,1000007813,1,V,.,NULL,skip_postnataal_onderzoek_fish_opmerking,.,,0000000001,Memo,,KLG,1,0,NULL,NULL,NULL,NULL,NULL,,"""Expressie='LET OP! Postnataal onderzoek vereist heparine bloed!'"",Decimalen=0,Aanpasbaar=0,MsgTonen=0,Initieel=0,AllesIngevuld=0,""RekenVeldPad=2000026681,2000026682""",0,0,NULL,2025-02-19 23:16:54,9999-12-31 23:59:59
100,Postnataal chromosomenonderzoek(S);Onderzoek;,10000023031000002307,1000002307,1000002303,1000007814,200002668120000266831000007814,2,0,0,0,0,1000007814,2000026683,,1000007814,0,V,Onderzoek,NULL,ondOBR_Onderzoek,Onderzoek,,0000000007,Meerkeuzelijst,2000002212,KLG,0,1,NULL,NULL,NULL,NULL,NULL,,,0,0,NULL,2025-02-19 23:16:54,9999-12-31 23:59:59
102,Postnataal chromosomenonderzoek(S);Onderzoek;,10000023031000002307,1000002307,1000002303,1000007815,2000026681200002668320000266841000007815,3,0,0,0,0,,2000026684,1000007814,1000007815,0,V,FISH Specificatie,NULL,postnataal_onderzoek_fish_opmerking,FISH Specificatie,,0000000001,Memo,,KLG,0,0,NULL,NULL,NULL,NULL,NULL,,,0,1,NULL,2025-02-19 23:16:54,9999-12-31 23:59:59
101,Postnataal chromosomenonderzoek(S);Onderzoek;,10000023031000002307,1000002307,1000002303,1000075474,2000026681200002668320001522111000075474,3,0,0,0,0,,2000152211,1000007814,1000075474,0,V,Project,NULL,Project,,,0000000001,Memo,,KLG,0,0,NULL,NULL,NULL,NULL,NULL,,,0,1,NULL,2025-02-19 23:16:54,9999-12-31 23:59:59
105,Postnataal chromosomenonderzoek(S);Onderzoek;,10000023031000002307,1000002307,1000002303,1000007816,200002668120000266851000007816,2,0,0,0,0,,2000026685,,1000007816,0,V,.,NULL,skip_Opmerking,.,,0000000001,Memo,,KLG,0,0,NULL,NULL,NULL,NULL,NULL,,"Decimalen=0,Aanpasbaar=0,MsgTonen=0,Initieel=0,AllesIngevuld=0,ShowAsInitial=0,IgnoreWhenEditing=0,""RekenVeldPad=2000026681,2000026685""",0,1,NULL,2025-02-19 23:16:54,9999-12-31 23:59:59
106,Postnataal chromosomenonderzoek(S);Onderzoek;,10000023031000002307,1000002307,1000002303,1000066350,200002668120001522091000066350,2,0,0,0,0,,2000152209,,1000066350,0,V,.,NULL,skip_Opmerking,,,0000000001,Memo,,KLG,0,0,NULL,NULL,NULL,NULL,NULL,,"Decimalen=0,Aanpasbaar=0,MsgTonen=0,Initieel=0,AllesIngevuld=0,ShowAsInitial=0,IgnoreWhenEditing=0,""RekenVeldPad=2000026681,2000152209""",0,0,NULL,2025-02-19 23:16:54,9999-12-31 23:59:59
103,Postnataal chromosomenonderzoek(S);Onderzoek;,10000023031000002307,1000002307,1000002303,1000068123,200002668120001522101000068123,2,0,0,0,0,1000068123,2000152210,,1000068123,0,V,Spoed (uitsluitend na overleg),NULL,spoed,,,0000000013,Afvinkhokje,,KLG,0,0,NULL,NULL,NULL,NULL,NULL,,,0,0,NULL,2025-02-19 23:16:54,9999-12-31 23:59:59
104,Postnataal chromosomenonderzoek(S);Onderzoek;,10000023031000002307,1000002307,1000002303,1000063647,2000026681200015221020001404881000063647,3,0,0,0,0,,2000140488,1000068123,1000063647,0,V,Afspraken na overleg,NULL,Spoed_afspraak,,,0000000001,Memo,,KLG,0,0,NULL,NULL,NULL,NULL,NULL,,,0,1,NULL,2025-02-19 23:16:54,9999-12-31 23:59:59
43,Postnataal chromosomenonderzoek(S);Materiaal;,10000023031000002308,1000002308,1000002303,1000007817,200002668620000266871000007817,2,0,1,0,0,,2000026687,,1000007817,1,V,.,NULL,skip_Opmerking,.,,0000000001,Memo,,KLG,0,0,NULL,NULL,NULL,NULL,NULL,,"""Expressie='Postnataal Chromosoom onderzoek aanleveren in Heparine bloed'"",Decimalen=0,Aanpasbaar=0,MsgTonen=0,Initieel=0,AllesIngevuld=0,""RekenVeldPad=2000026686,2000026687""",0,0,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
45,Postnataal chromosomenonderzoek(S);Materiaal;Soort materiaal;,100000230310000023081000014377,1000014377,1000002303,1000057413,200002668620000266880C0000193120001212981000057413,4,0,0,0,0,,2000121298,1000007818,1000057413,0,V,Soort materiaal,NULL,Soortmat_toelichting,Soort materiaal,,0000000001,Memo,,KLG,0,0,NULL,NULL,NULL,NULL,NULL,,,0,0,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
46,Postnataal chromosomenonderzoek(S);Materiaal;Soort materiaal;,100000230310000023081000014377,1000014377,1000002303,1000057414,200002668620000266880C0000193120001212991000057414,4,0,0,0,0,,2000121299,1000007818,1000057414,0,V,.,NULL,skip_Infoveld_Soort Materiaal lymf/fibro,.,,0000000001,Memo,,KLG,0,0,NULL,NULL,NULL,NULL,NULL,,"""Expressie='bv. lymfocyten in fixatie, gekweekte fibroblasten of een biopt'"",Decimalen=0,Aanpasbaar=0,MsgTonen=0,Initieel=0,AllesIngevuld=0,RekenVeldPad=2000121299",0,0,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
44,Postnataal chromosomenonderzoek(S);Materiaal;,10000023031000002308,1000002308,1000002303,1000007818,200002668620000266881000007818,2,0,0,0,0,1000007818,2000026688,,1000007818,0,V,Materiaal,NULL,matOBR_Materiaal,Materiaal,,0000000002,Keuzeselectiegroep,2000002213,KLG,0,1,NULL,NULL,NULL,NULL,NULL,,,0,0,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
47,Postnataal chromosomenonderzoek(S);Materiaal;,10000023031000002308,1000002308,1000002303,1000005411,2000026686200002668820000853521000005411,3,0,0,0,0,,2000085352,1000007818,1000005411,0,V,.,NULL,skip_Opmerking,.,,0000000001,Memo,,KLG,0,0,NULL,NULL,NULL,NULL,NULL,,"""Expressie='LET OP! Postnataal onderzoek vereist heparine bloed!'"",Decimalen=0,Aanpasbaar=0,MsgTonen=0,Initieel=0,AllesIngevuld=0,""RekenVeldPad=2000026686,2000026688,2000085352""",0,1,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
51,Postnataal chromosomenonderzoek(S);Materiaal;,10000023031000002308,1000002308,1000002303,1000007819,200002668620000266891000007819,2,0,0,0,0,,2000026689,,1000007819,0,V,.,NULL,skip_Opmerking,.,,0000000001,Memo,,KLG,0,0,NULL,NULL,NULL,NULL,NULL,,"Decimalen=0,Aanpasbaar=0,MsgTonen=0,Initieel=0,AllesIngevuld=0,ShowAsInitial=0,IgnoreWhenEditing=0,""RekenVeldPad=2000026686,2000026689""",0,0,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
48,Postnataal chromosomenonderzoek(S);Materiaal;,10000023031000002308,1000002308,1000002303,1000013440,200002668620000389431000013440,2,0,0,0,0,,2000038943,,1000013440,0,V,Type Weefsel,NULL,matOBR_weefsel_postnataal,Type weefsel,,0000000002,Keuzeselectiegroep,2000002963,KLG,0,0,NULL,NULL,NULL,NULL,NULL,,,0,1,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
49,Postnataal chromosomenonderzoek(S);Materiaal;,10000023031000002308,1000002308,1000002303,1000013441,200002668620000389441000013441,2,0,0,0,0,,2000038944,,1000013441,0,V,Weefselinformatie,NULL,postnataal_materiaal_weefsel_overig,Weefselinformatie,,0000000001,Memo,,KLG,0,0,NULL,NULL,NULL,NULL,NULL,,,0,1,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
50,Postnataal chromosomenonderzoek(S);Materiaal;,10000023031000002308,1000002308,1000002303,1000005441,200002668620001213001000005441,2,0,0,0,0,,2000121300,,1000005441,0,V,Opmerkingen m.b.t. materiaal,NULL,mat_opmerkingen,Opmerkingen m.b.t. materiaal,,0000000001,Memo,,KLG,0,0,NULL,NULL,NULL,NULL,NULL,,,0,0,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
80,Postnataal chromosomenonderzoek(S);Indicatie;,10000023031000002309,1000002309,1000002303,1000007820,200002669020000266911000007820,2,0,0,0,0,1000007820,2000026691,,1000007820,0,V,Indicatie,NULL,indOBR_Indicatie,Indicatie,,0000000002,Keuzeselectiegroep,2000002214,KLG,0,0,NULL,NULL,NULL,NULL,NULL,,,0,1,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
81,Postnataal chromosomenonderzoek(S);Indicatie;,10000023031000002309,1000002309,1000002303,1000075472,2000026690200002669120001522071000075472,3,0,0,0,0,,2000152207,1000007820,1000075472,0,V,Abnormale geslachtsontwikkeling/-functie,NULL,indOBR_Indicatie,Abnormale geslachtsontwikkeling/-functie,,0000000002,Keuzeselectiegroep,2000013438,KLG,0,0,NULL,NULL,NULL,NULL,NULL,,,0,1,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
84,Postnataal chromosomenonderzoek(S);Indicatie;,10000023031000002309,1000002309,1000002303,1000007821,200002669020000266921000007821,2,0,0,0,0,,2000026692,,1000007821,0,V,.,NULL,skip_Opmerking,.,,0000000001,Memo,,KLG,0,0,NULL,NULL,NULL,NULL,NULL,,"""Expressie='* Bij deze indicatie is bloed in Na-EDTA buizen nodig voor Array-CGH onderzoek, vergezeld van een Array-CGH aanvraagformulier (Zie website)'"",Decimalen=0,Aanpasbaar=0,MsgTonen=0,Initieel=0,AllesIngevuld=0,""RekenVeldPad=2000026690,2000026692""",0,1,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
94,Postnataal chromosomenonderzoek(S);Indicatie;,10000023031000002309,1000002309,1000002303,1000007822,200002669020000266931000007822,2,0,0,0,0,,2000026693,,1000007822,0,V,Toelichting,NULL,postnataal_toelichting,Toelichting,,0000000001,Memo,,KLG,0,0,NULL,NULL,NULL,NULL,NULL,,,0,1,NULL,2025-02-19 23:16:54,9999-12-31 23:59:59
85,Postnataal chromosomenonderzoek(S);Indicatie;,10000023031000002309,1000002309,1000002303,1000008044,200002669020000389491000008044,2,0,1,0,0,,2000038949,,1000008044,1,V,Opmerking,NULL,skip_Opmerking herhaalde abortus of vroeggeboorte (onderzoek man en vrouw geindicieerd),Opmerking,,0000000001,Memo,,KLG,0,0,NULL,NULL,NULL,NULL,NULL,,"""Expressie='Herhaalde abortus of vroeggeboorte (onderzoek man en vrouw geïndicieerd):
Gelieve in te vullen: Aantal abortussen, partus immaturus of vroeggeboorte en bijbehorende zwangerschapsduur'"",Decimalen=0,Aanpasbaar=0,MsgTonen=0,Initieel=0,AllesIngevuld=0,""RekenVeldPad=2000026690,2000038949""",0,1,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
86,Postnataal chromosomenonderzoek(S);Indicatie;,10000023031000002309,1000002309,1000002303,1000008045,200002669020000389501000008045,2,0,1,0,0,,2000038950,,1000008045,1,V,Opmerking,NULL,skip_Opmerking te vroeg geboren of doodgeboren (s.v.p. Foetus informatie invullen),Opmerking,,0000000001,Memo,,KLG,0,0,NULL,NULL,NULL,NULL,NULL,,"""Expressie='Te vroeg geboren of doodgeboren indien er sprake is van misvorming (vanaf 16 weken zwangerschapsduur):
Gelieve in te vullen: Zwangerschapsduur en aard van de misvormingen'"",Decimalen=0,Aanpasbaar=0,MsgTonen=0,Initieel=0,AllesIngevuld=0,""RekenVeldPad=2000026690,2000038950""",0,1,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
87,Postnataal chromosomenonderzoek(S);Indicatie;,10000023031000002309,1000002309,1000002303,1000008046,200002669020000389511000008046,2,0,1,0,0,,2000038951,,1000008046,1,V,Opmerking,NULL,skip_Opmerking Multiple congenitale afwijkingen en/of mentale retardatie,Opmerking,,0000000001,Memo,,KLG,0,0,NULL,NULL,NULL,NULL,NULL,,"""Expressie='Multiple congenitale afwijkingen en/of mentale retardatie:
Gelieve in te vullen: Aard van de afwijking; ernst van de geestelijke achterstand'"",Decimalen=0,Aanpasbaar=0,MsgTonen=0,Initieel=0,AllesIngevuld=0,""RekenVeldPad=2000026690,2000038951""",0,1,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
91,Postnataal chromosomenonderzoek(S);Indicatie;,10000023031000002309,1000002309,1000002303,1000008047,200002669020000389521000008047,2,0,1,0,0,,2000038952,,1000008047,1,V,Opmerking,NULL,skip_Opmerking Down syndroom,Opmerking,,0000000001,Memo,,KLG,0,0,NULL,NULL,NULL,NULL,NULL,,"""Expressie='Down syndroom:
Gelieve in te vullen: Ernst en aard van de afwijking'"",Decimalen=0,Aanpasbaar=0,MsgTonen=0,Initieel=0,AllesIngevuld=0,""RekenVeldPad=2000026690,2000038952""",0,1,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
92,Postnataal chromosomenonderzoek(S);Indicatie;,10000023031000002309,1000002309,1000002303,1000008048,200002669020000389531000008048,2,0,1,0,0,,2000038953,,1000008048,1,V,Opmerking,NULL,skip_Opmerking Abnormale geslachtsontwikkeling/-functie,Opmerking,,0000000001,Memo,,KLG,0,0,NULL,NULL,NULL,NULL,NULL,,"""Expressie='Abnormale geslachtsontwikkeling/-functie:
Gelieve in te vullen:  Verdenking Turner of Klinefelter syndroom: lengte en gewicht; afwijking aan in- en uitwendige genitalia; afwijkende secundaire geslachtskenmerken; menarche leeftijd; uitslag spermaonderzoek.'"",Decimalen=0,Aanpasbaar=0,MsgTonen=0,Initieel=0,AllesIngevuld=0,""RekenVeldPad=2000026690,2000038953""",0,1,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
88,Postnataal chromosomenonderzoek(S);Indicatie;,10000023031000002309,1000002309,1000002303,1000008050,200002669020000389541000008050,2,0,1,0,0,,2000038954,,1000008050,1,V,Opmerking,NULL,skip_Opmerking voorbereidend onderzoek voor ICSI,Opmerking,,0000000001,Memo,,KLG,0,0,NULL,NULL,NULL,NULL,NULL,,"""Expressie='Voorbereidend onderzoek voor ICSI:
Gelieve in te vullen: Personalia partner'"",Decimalen=0,Aanpasbaar=0,MsgTonen=0,Initieel=0,AllesIngevuld=0,""RekenVeldPad=2000026690,2000038954""",0,1,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
89,Postnataal chromosomenonderzoek(S);Indicatie;,10000023031000002309,1000002309,1000002303,1000008051,200002669020000389551000008051,2,0,0,0,0,,2000038955,,1000008051,0,V,Opmerking,NULL,skip_Opmerking erfelijke ziekten met instabiele chromosoom structuur,Opmerking,,0000000001,Memo,,KLG,0,0,NULL,NULL,NULL,NULL,NULL,,"Decimalen=0,Aanpasbaar=0,MsgTonen=0,Initieel=0,AllesIngevuld=0,ShowAsInitial=0,IgnoreWhenEditing=0,""RekenVeldPad=2000026690,2000038955""",0,1,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
95,Postnataal chromosomenonderzoek(S);Indicatie;,10000023031000002309,1000002309,1000002303,1000008053,200002669020000389561000008053,2,0,1,0,0,,2000038956,,1000008053,1,V,Opmerking,NULL,skip_Opmerking dragerschap Down syndroom,Opmerking,,0000000001,Memo,,KLG,0,0,NULL,NULL,NULL,NULL,NULL,,"""Expressie='Dragerschap Down syndroom:
Gelieve in te vullen: Familierelatie met patiënt; welke chromosoomafwijking; is patiënt gekaryotypeerd, en zo ja waar'"",Decimalen=0,Aanpasbaar=0,MsgTonen=0,Initieel=0,AllesIngevuld=0,""RekenVeldPad=2000026690,2000038956""",0,1,NULL,2025-02-19 23:16:54,9999-12-31 23:59:59
97,Postnataal chromosomenonderzoek(S);Indicatie;,10000023031000002309,1000002309,1000002303,1000008054,200002669020000389571000008054,2,0,1,0,0,,2000038957,,1000008054,1,V,Opmerking,NULL,skip_Opmerking dragerschap chromosoom afwijking,Opmerking,,0000000001,Memo,,KLG,0,0,NULL,NULL,NULL,NULL,NULL,,"""Expressie='Dragerschap chromosoom afwijking:
Gelieve in te vullen: Familierelatie met patiënt; welke chromosoomafwijking; is patiënt gekaryotypeerd, en zo ja waar'"",Decimalen=0,Aanpasbaar=0,MsgTonen=0,Initieel=0,AllesIngevuld=0,""RekenVeldPad=2000026690,2000038957""",0,1,NULL,2025-02-19 23:16:54,9999-12-31 23:59:59
96,Postnataal chromosomenonderzoek(S);Indicatie;,10000023031000002309,1000002309,1000002303,1000008055,200002669020000389581000008055,2,0,1,0,0,,2000038958,,1000008055,1,V,Opmerking,NULL,skip_Opmerking bevestiging prenataal onderzoek,Opmerking,,0000000001,Memo,,KLG,0,0,NULL,NULL,NULL,NULL,NULL,,"""Expressie='Bevestiging prenataal onderzoek:
Gelieve in te vullen: Uitslag prenataal onderzoek, eventuele bijzonderheden of afwijkingen van foetus/kind'"",Decimalen=0,Aanpasbaar=0,MsgTonen=0,Initieel=0,AllesIngevuld=0,""RekenVeldPad=2000026690,2000038958""",0,1,NULL,2025-02-19 23:16:54,9999-12-31 23:59:59
82,Postnataal chromosomenonderzoek(S);Indicatie;,10000023031000002309,1000002309,1000002303,1000024915,200002669020000703131000024915,2,0,0,0,0,1000024915,2000070313,,1000024915,0,V,Indicatie,NULL,indOBR_Indicatie,Indicatie,,0000000002,Keuzeselectiegroep,2000005435,KLG,0,0,NULL,NULL,NULL,NULL,NULL,,,0,1,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
83,Postnataal chromosomenonderzoek(S);Indicatie;,10000023031000002309,1000002309,1000002303,1000075473,2000026690200007031320001522081000075473,3,0,0,0,0,,2000152208,1000024915,1000075473,0,V,Abnormale geslachtsontwikkeling/-functie,NULL,indOBR_Indicatie,,,0000000002,Keuzeselectiegroep,2000013439,KLG,0,0,NULL,NULL,NULL,NULL,NULL,,,0,1,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
93,Postnataal chromosomenonderzoek(S);Indicatie;,10000023031000002309,1000002309,1000002303,1000075475,200002669020001522121000075475,2,0,0,0,0,,2000152212,,1000075475,0,V,.,NULL,skip_Opmerking toelichting invullen,,,0000000001,Memo,,KLG,0,0,NULL,NULL,NULL,NULL,NULL,,"Decimalen=0,Aanpasbaar=0,MsgTonen=0,Initieel=0,AllesIngevuld=0,ShowAsInitial=0,IgnoreWhenEditing=0,""RekenVeldPad=2000026690,2000152212""",0,1,NULL,2025-02-19 23:16:54,9999-12-31 23:59:59
90,Postnataal chromosomenonderzoek(S);Indicatie;,10000023031000002309,1000002309,1000002303,1000081337,200002669020002238121000081337,2,0,0,0,0,,2000223812,,1000081337,0,V,.,NULL,skip_Opmerking erfelijke ziekten met spoed versturen,,,0000000001,Memo,,ORDER,0,0,NULL,NULL,NULL,NULL,NULL,,"Decimalen=0,Aanpasbaar=0,MsgTonen=0,Initieel=0,AllesIngevuld=0,ShowAsInitial=0,IgnoreWhenEditing=0,""RekenVeldPad=2000026690,2000223812""",0,1,NULL,2025-02-19 23:16:54,9999-12-31 23:59:59
118,Postnataal chromosomenonderzoek(S);,1000002303,1000002303,1000002303,1000012083,20000389451000012083,1,0,1,0,0,,2000038945,,1000012083,1,V,Website RVA,NULL,skip_afbeelding DBG RVA 1,Website RVA,http://www.rva.nl,0000000011,Selectie afbeelding,2000000697,KLG,1,0,NULL,NULL,NULL,NULL,NULL,,,0,0,NULL,2025-02-19 23:16:54,9999-12-31 23:59:59
191,Tumorcytogenetica: Hematologische Maligniteiten(S);,1000001585,1000001585,1000001585,1000012083,20000389461000012083,1,0,1,0,0,,2000038946,,1000012083,1,V,Website RVA,NULL,skip_afbeelding DBG RVA 1,Website RVA,http://www.rva.nl,0000000011,Selectie afbeelding,2000000697,KLG,1,0,NULL,NULL,NULL,NULL,NULL,,,0,0,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
2,Tumorcytogenetica: Hematologische Maligniteiten(S);Onderzoek;,10000015851000003669,1000003669,1000001585,1000005408,200003896020000389611000005408,2,0,0,0,0,1000005408,2000038961,,1000005408,0,V,Onderzoek,NULL,ondOBR_Onderzoek,Onderzoek,,0000000007,Meerkeuzelijst,2000001624,KLG,0,1,NULL,NULL,NULL,NULL,NULL,,,0,0,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
3,Tumorcytogenetica: Hematologische Maligniteiten(S);Onderzoek;,10000015851000003669,1000003669,1000001585,1000005409,2000038960200003896120000219471000005409,3,0,0,0,0,,2000021947,1000005408,1000005409,0,V,FISH Specificatie,NULL,onderzoek_fish_opmerking,FISH Specificatie,,0000000001,Memo,,KLG,0,0,NULL,NULL,NULL,NULL,NULL,,,0,1,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
4,Tumorcytogenetica: Hematologische Maligniteiten(S);Materiaal;,10000015851000003670,1000003670,1000001585,1000005410,200003896220000389631000005410,2,0,0,0,0,,2000038963,,1000005410,0,V,Materiaal,NULL,matOBR_Materiaal,Materiaal,,0000000007,Meerkeuzelijst,2000001625,KLG,0,0,NULL,NULL,NULL,NULL,NULL,,,0,0,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
6,Tumorcytogenetica: Hematologische Maligniteiten(S);Materiaal;,10000015851000003670,1000003670,1000001585,1000005411,200003896220000389641000005411,2,0,0,0,0,,2000038964,,1000005411,0,V,.,NULL,skip_Opmerking,.,,0000000001,Memo,,KLG,0,0,NULL,NULL,NULL,NULL,NULL,,"""Expressie='* aanmelden per email bij hemato_onco_genoomdiagnostiek@umcutrecht.nl of (intern) 75306
* s.v.p. DIRECT insturen per bode voor 12.00 uur.
* duidelijk naam, geslacht, geboortedatum, datum afname en materiaal op de buis aangeven. Niet juist gelabelde monsters kunnen geweigerd worden.
Voor Afname- en verzendinstructies zie http://www-s.umcutrecht.nl/nl/Ziekenhuis/Professionals/Diagnostiek-aanvragen/Genoomdiagnostiek/Aanvraagformulieren
'"",Decimalen=0,Aanpasbaar=0,MsgTonen=0,Initieel=0,AllesIngevuld=0,IgnoreWhenEditing=0,""RekenVeldPad=2000038962,2000038964""",0,0,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
5,Tumorcytogenetica: Hematologische Maligniteiten(S);Materiaal;,10000015851000003670,1000003670,1000001585,1000005441,200003896220001213011000005441,2,0,0,0,0,,2000121301,,1000005441,0,V,Opmerkingen m.b.t. materiaal,NULL,mat_opmerkingen,Opmerkingen m.b.t. materiaal,,0000000001,Memo,,KLG,0,0,NULL,NULL,NULL,NULL,NULL,,,0,0,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
4,Metabole Diagnostiek (basis- en enzymdiagnostiek)(S);,1000001584,1000001584,1000001584,1000013448,20000389661000013448,1,0,0,0,0,,2000038966,,1000013448,0,V,Materiaal,NULL,matOBR_materiaal,Materiaal,,0000000007,Meerkeuzelijst,2000002966,KLG,0,0,NULL,NULL,NULL,NULL,NULL,,,0,0,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
6,Metabole Diagnostiek (basis- en enzymdiagnostiek)(S);,1000001584,1000001584,1000001584,1000013449,20000389671000013449,1,0,0,0,0,,2000038967,,1000013449,0,V,Omschrijf hier type materiaal,NULL,materiaal_anders,Omschrijf hier type materiaal,,0000000001,Memo,,KLG,0,0,NULL,NULL,NULL,NULL,NULL,,,0,1,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
