CODE,SEARCHCODE,OMSCHR,MEMO,SOORT,BEDRIJF
CS0059,SPEKNE,Kindernefroloog,,LU,
CS0062,SPESPK,Specialist sociale pediatrie,,LU,
CS0063,CS1,Chipsoft Eerstelijn,,FU,
CS0067,CAPMAN,Capaciteitsmanager,,FU,
CS0065,HISCO,HIS Coassistent,,X,
CS0069,ZPGAO,Zorgportaal Gebruikers Account Obstetrie,,Z,
CS0070,ZPGAA,Zorgportaal Gebruikers Account Apothekers,,Z,
CS0072,SPEICK,Kinderintensivist,,FU,
CS0083,HIS&AGE,HIS Aanvullend - Beheer agenda's,,A,
CS0076,APOTHKAC,ZZZ - Apotheker met accorderen,,X,
CS0075,APOASSAC,Apothekersassistente met accorderen,,FU,
CS0080,HISBA,HIS Basisarts,,FU,
CS0086,HAP&VIM,HAP Aanvullend - VIM coördinatie,,A,
CS0093,APBMED1,Applicatiebeheer CS-Med / CS-Apo / CS-Logistiek Eerstelijn,,FU,
CS0090,ZPGATZ,Zorgportaal Gebruikers Account Transmurale Zorgverlener,,Z,
CS0096,APBCAP,Applicatiebeheer CS-Capaciteitsmanagement,,FU,
CS0097,BAPCA0,Beperkt applicatiebeheer CS-Capaciteitsmanagement,,FU,
CS0101,&JGDR,Aanvullend - Registratie Jeugdwet,"Een gebruiker die lid is van deze aanvullende groep kan gebruikmaken van een aantal functionaliteiten binnen de Care-module waarmee zorginstellingen kunnen communiceren met gemeentes over zorg in het kader van de Jeugdwet. Deze aanvullende groep werkt in combinatie met willekeurige andere groepen, maar wordt meestal aanvullend toegekend aan gebruikers van de Zorgadministratie, secretaresses van de kinderartsen, beheerders die zich bezighouden met de financiële modules en/of secretaresses/validatiemedewerkers van de jeugd-GGZ.",A,
CS0111,FUNTAN,ZZZ - Functieafdeling Tandheelkunde,,X,
CS0112,FUNBWC,ZZZ - Functieafdeling Brandwondencentrum,,X,
CS0113,&BDEFACC,Aanvullend - Mag behandelplandefinities accorderen,"Behandelplandefinities van het type 'Dagbehandeling' en 'Cytostatica' kunnen pas worden uitgezet als deze zijn geaccordeerd. Het accorderen hiervan ligt meestal bij enkele oncologen of apothekers. De gebruikers die deze behandelplandefinities mogen accorderen kunnen van deze aanvullende groep lid worden gemaakt.
Werkt in combinatie met bijvoorbeeld de groepen SPEONC en APOTHK.",A,
CS0118,ZPGAVVT,Zorgportaal Gebruikers Account Medewerker VVT,,Z,
CS0120,RESTMDW,ZZZ - Restauratief Medewerker,,X,
CS0119,ZPGANA,Zorgportaal Gebruikers Account Nazorgmedewerker,,Z,
CS0123,ZPGAEKEP,Zorgportaal Gebruikersaccount EKEP,,Z,
CS0125,VAKTHP,Vaktherapeut,,LU,
CS0129,VPLDIA,Verpleegkundig specialist Diabetologie,,FN,
CS0134,APBHIS,Appliatiebeheer HIS,,FU,
CS0136,APBHAP,Applicatiebeheer HAP,,FU,
CS0140,HISFAC,HIS Facturatiemedewerker,x,X,
CS0141,HISVPL,HIS Verpleegkundig specialist,,X,
CS0142,HISSTA,HIS Stagiair,,X,
CS0146,FUNORT,ZZZ - Functieafdeling Orthopedie,,X,
CS0148,ZPAAMA,Zorgportaal Applicatie Account Makelaarsportaal,,Z,
CS0149,KLIFMW,ZZZ - Klinisch fysisch medewerker,,X,
CS0150,FYSBEK,ZZZ - Bekkenfysiotherapeut,,X,
CS0153,APBSTAF,Applicatiebeheer CS-Staffing,,FU,
CS0157,HISPA,HIS Physician assistant,,X,
CS0159,HISMMW,Medisch maatschappelijk werker 1e lijn,,FU,
CS0160,SPPALINT,ZZZ - Palliatief internist,,X,
CS0163,SPPALANE,ZZZ - Palliatief anesthesioloog,,X,
CS0162,SPPALNEU,ZZZ - Palliatief neuroloog,,X,
CS0164,SPPALGER,ZZZ - Palliatief geriater ,,X,
CS0170,GPPALANE,gespecialiseerd verpleegkundige palliatieve anesthesiologie,,X,
CSA+,CSA+,CSA Kwaliteitseenheid,,FU,
CSALOG,CSALOG,CSA Medewerker Logistiek,,FU,
CSACSR,CSACSR,Centrale Sterillisatie Afdeling / Centrale Scopenreiniging,,O,
CTGMN1,CTGMN1,CTG Monitoringscherm 1,,S,
CTGMN4,CTGMN4,CTG Monitoringscherm 4,,S,
CTGMN2,CTGMN2,CTG Monitoringscherm 2,,S,
CTGMNA,CTGMNA,CTG Monitoringscherm Anoniem,,S,
CTGTOT,CTGTOT,CTG Monitoringscherm Totaal,,S,
DATANE,DATANE,Datamanager Anesthesiologie,,FN,
DATCHI,DATCHI,Datamanager Chirurgie,,LU,
DATDER,DATDER,Datamanager Dermatologie,,LU,
CS0074,SPEKAP,Kinderarts algemene pediatrie,,LU,
CS0085,HIS&VIM,HIS Aanvullend - VIM coördinatie,,A,
CS0109,FUNREV,ZZZ - Functieafdeling Brandwondencentrum,,X,
CS0115,APBRES,Applicatiebeheer CS-Research,,FU,
CS0133,BAPHIS,Beperkt applicatiebeheer HIS,,FU,
CS0144,ZPGAW,Zorgportaal Gebruikers Account Wachtrijmanagement,,Z,
CS0155,CNVCNT1,Conversiecontrole Eerstelijn,,T,
CS0165,SPPALKIN,ZZZ - Palliatief kinderarts,,X,
CTGMN3,CTGMN3,CTG Monitoringscherm 3,,S,
DATCAR,DATCAR,Datamanager Cardiologie,,LU,
DATCTC,DATCTC,Datamanager Cardiothoracale Chirurgie,,LU,
DATDIA,DATDIA,ZZZ - Datamanager Diabetologie,,X,
DATHEM,DATHEM,Datamanager Hematologie,,LU,
DATGYN,DATGYN,Datamanager Gynaecologie,,FU,
DATIMM,DATIMM,ZZZ - Datamanager Immunologie,,X,
DATKAA,DATKAA,Datamanager Kaakchirurgie,,FN,
DATKIN,DATKIN,Datamanager Kindergeneeskunde,,LU,
DATKNO,DATKNO,Datamanager KNO,,FN,
DATKLG,DATKLG,Datamanager Klinische Genetica,,LU,
DATMDL,DATMDL,Datamanager MDL,,FN,
DATLON,DATLON,Datamanager Longgeneeskunde,,LU,
DATMAN,DATMAN,Datamanager,"Deze tak is opgedeeld in groepen per specialisme. 
De datamanager maakt trials aan en koppelt hier patiënten aan. Hij zorgt ervoor dat de door het onderzoek gegenereerde data op een juiste manier verwerkt wordt. Denk hierbij aan anonimisering en opslag; onderzoeksdata mag niet te herleiden zijn naar de patiënt. Ook zorgt de datamanager dat de studie volgens het protocol wordt uitgevoerd. Dit omvat bijvoorbeeld het randomiseren van patiënten, het correct en tijdig verzamelen van gegevens, het coderen en registreren van deze gegevens, evaluatie, informeren van -en overleg met- betrokken zorgverleners over de studie. 
In HiX beschikt de datamanager over alle rechten op trials (afgeschermd op ziekenhuislocatie en trialcategorie) en trial-trajectkoppelingen (muteren is afgeschermd op ziekenhuislocatie en trialcategorie)",FN,
DATNEU,DATNEU,Datamanager Neurologie,,LU,
DATONC,DATONC,Datamanager Oncologie,,LU,
DATPLA,DATPLA,Datamanager Plastische Chirurgie,,FU,
DATPSO,DATPSO,Datamanager Psychologie,,LU,
DATPSY,DATPSY,Datamanager Psychiatrie,,LU,
DATPYN,DATPYN,Datamanager Pijngeneeskunde,,FN,
DATRAD,DATRAD,Datamanager Radiologie,,LU,
DATREV,DATREV,Datamanager Revalidatie,,LU,
DATREU,DATREU,Datamanager Reumatologie,,LU,
DATTAN,DATTAN,Datamanager Bijzondere tandheelkunde,,FN,
DATURO,DATURO,Datamanager Urologie,,FN,
DBBEH,DBBEH,Databasebeheer,,FU,
DBCANE,DBCANE,DBC key-users Anesthesiologie / Pijngeneeskunde,,LU,
DBCCHI,DBCCHI,DBC key-users Chirurgie,,LU,
DBCCAR,DBCCAR,DBC key-users Cardiologie,,LU,
DBCCTC,DBCCTC,DBC key-users Cardiothoracale Chirurgie,,LU,
DBCDER,DBCDER,DBC key-users Dermatologie,,FU,
DBCGER,DBCGER,DBC key-users Geriatrie,,FU,
DBCGGZ,DBCGGZ,Validatiemedewerker GGZ-DBC's,,LU,
DBCINT,DBCINT,DBC key-users Interne Geneeskunde,,LU,
DBCGYN,DBCGYN,DBC key-users Gynaecologie,,LU,
DBCLON,DBCLON,DBC key-users Longgeneeskunde,,LU,
DBCKIN,DBCKIN,DBC key-users Kindergeneeskunde,,LU,
DBCMDW,DBCMDW,Validatiemedewerker DBC's,,FU,
DBCMMW,DBCMMW,ZZZ - DBC key-users MMW,,X,
DBCOOG,DBCOOG,DBC key-users Oogheelkunde,,LU,
DBCPLA,DBCPLA,DBC key-users Plastische Chirurgie,,LU,
DBCNEU,DBCNEU,DBC key-users Neurologie,,LU,
DBCPSO,DBCPSO,DBC key-users Psychologie,,LU,
DBCNCH,DBCNCH,DBC key-users Neurochirurgie,,LU,
DBCPSY,DBCPSY,DBC key-users Psychiatrie,,LU,
CS0079,HISHA,HIS Huisarts,,FU,
CS0110,FUNNEO,ZZZ - Functieafdeling Neonatologie,,X,
CS0135,BAPHAP,Beperkt applicatiebeheer HAP,,FU,
CS0161,SPPALLON,ZZZ - Palliatief longarts,,X,
CSZIMP,CSZIMP,Groep voor importeren Z-Index door Chipsoft,,FU,
DATGER,DATGER,ZZZ - Datamanager Geriatrie,,X,
DATNEO,DATNEO,Datamanager Neonatologie,,FU,
DATTRM,DATTRM,Datamanager Traumatologie,,FN,
DBCKEY,DBCKEY,DBC key-users,,FN,
DBCRAD,DBCRAD,DBC key-users Radiologie,,LU,
DBCRTH,DBCRTH,DBC key-users Radiotherapie,,LU,
DEBADM,DEBADM,ZZZ - Debiteurenadministratie,,X,
DIET,DIET,Diëtist,,LU,
DIE1,DIE1,Diëtetiek Praktijk 1,,X,
DIENST,DIENST,Ondersteunende diensten,,O,
DONCO,DONCO,ZZZ - Donatiecoördinator,,X,
DOTADV,DOTADV,ZZZ - DOT-adviseur,,X,
DSMH,DSMH,Deskundige steriele medische hulpmiddelen,,FU,
DIEF1,DIEF1,Diëtetiek Praktijk Financieel 1,,X,
ENRMDW,ENRMDW,ZZZ - Enrollmentmedewerker,Beheer van app-inschrijvingen,X,
FACMDW,FACMDW,Facturatiemedewerker,"Dit was de oorspronkelijke FACMDW groep. Echter zijn er in deze groep twee items uit het profiel gehaald, welke nu enkel beschikbaar is voor de FACMDW+ rol (Definitieve facturering en Testrun facturering)",FU,
FARMED,FARMED,Farmaceutisch medewerker,,FU,
FINCR+,FINCR+,AZR superuser,,FU,
FINCRE,FINCRE,ZZZ - Financiële administratie Care,,X,
FNEND+,FNEND+,Scopiekamer (Gedeelde groep voor artsen en verpleegkundigen),,X,
FUN,FUN,Medewerker Functieafdeling,,FN,
FUNCAR,FUNCAR,Functieafdeling Cardiologie,,LU,
FUNDER,FUNDER,ZZZ - Functieafdeling Dermatologie,,X,
FUNECH,FUNECH,ZZZ - Functieafdeling Echoscopie,,X,
FUNGYN,FUNGYN,Functieafdeling Gynaecologie,,LU,
FUNINT,FUNINT,Functieafdeling Interne Geneeskunde,,LU,
FUNKNO,FUNKNO,Functieafdeling KNO,,LU,
FUNKNF,FUNKNF,Functieafdeling Klinische Neurofysiologie,,LU,
FUNLON,FUNLON,Functieafdeling Longgeneeskunde,,LU,
FUNOOG,FUNOOG,ZZZ - Functieafdeling Oogheelkunde,,X,
FUNMDL,FUNMDL,ZZZ - Functieafdeling MDL,,X,
FUNURO,FUNURO,ZZZ - Functieafdeling Urologie,,X,
FUNSPO,FUNSPO,ZZZ - Functieafdeling Sportgeneeskunde,,X,
GGZAMB,GGZAMB,GGZ Ambulant,,O,
GGZ,GGZ,GGZ,,O,
GGZBEH,GGZBEH,Behandelaar GGZ,,FN,
GGZDAG,GGZDAG,ZZZ - GGZ Dagbehandeling,,X,
GGZKPS,GGZKPS,GGZ Klinisch psycholoog / Gezondheidszorgpsycholoog,,LU,
GGZKLI,GGZKLI,Medewerkers kliniek GGZ,,LU,
GGZOVZ,GGZOVZ,GGZ Overige zorg,,O,
GGZPSY,GGZPSY,GGZ Psychiater,,LU,
GGZSHB,GGZSHB,ZZZ - GGZ Schipholbord Afsprakenoverzicht,,X,
GGZSPK,GGZSPK,Secretaresse combinatie poliklinisch/klinisch GGZ,,LU,
GGZTHP,GGZTHP,GGZ Therapeut,,LU,
GGZVPL,GGZVPL,GGZ Verpleegkundig specialist,,LU,
GGZVPK,GGZVPK,Verpleegkundige GGZ/PAAZ,,LU,
GVPBAR,GVPBAR,ZZZ - Gespecialiseerd verpleegkundige Bariatrie,,X,
GVPCHI,GVPCHI,Gespecialiseerd verpleegkundige Chirurgie,,LU,
GVPBWC,GVPBWC,ZZZ - Gespecialiseerd verpleegkundige Brandwondencentrum,,X,
GVPCAR,GVPCAR,Gespecialiseerd verpleegkundige Cardiologie,,LU,
GVPCOL,GVPCOL,ZZZ - Verpleegkundig consulent Coloncare,,X,
GVPDEC,GVPDEC,Wond- en decubitusverpleegkundige,,LU,
GVPDLY,GVPDLY,Dialyseverpleegkundige light (zonder CS-Dialyse),,LU,
GVPEND,GVPEND,Gespecialiseerd verpleegkundige Endocrinologie,,LU,
GVPGER,GVPGER,Gespecialiseerd verpleegkundige Geriatrie,,LU,
GVPFER,GVPFER,ZZZ - Gespecialiseerd verpleegkundige Fertiliteit,,X,
GVPHFL,GVPHFL,ZZZ - Hartfalenverpleegkundige,,X,
GVPHRV,GVPHRV,Hartrevalidatieverpleegkundige,,LU,
GVPHEM,GVPHEM,Gespecialiseerd verpleegkundige Hematologie,,LU,
GVPINT,GVPINT,Gespecialiseerd verpleegkundige Interne Geneeskunde,,LU,
CS0099,APBJGD,Applicatiebeheer Jeugdwet,,FU,
APBDOC,APBDOC,Applicatiebeheer CS-Document,,FU,
CS0127,ZPAAW,Zorgportaal Applicatie Account Wachtrijportaal,,Z,
CS0151,&+BLOK,Aanvullend - Mag inloggen in geblokkeerd HiX,"Deze aanvullende groep beschikt over het recht om in te loggen in een geblokkeerd HiX. Deze aanvullende groep kan bijvoorbeeld worden ingezet in de bijwerkfase van een livegang van HiX. HiX is op dat moment nog geblokkeerd. Voor de standaard bijwerkacties wordt de groep BYWERK gebruikt, waarmee ook door een blokkade heen kan worden ingelogd.  Sommige gebruikers hebben in de bijwerkfase echter hun persoonlijke rechten nodig. Dit geldt bijvoorbeeld voor radiologen die de desktopintegratie met het PACS moeten testen. Ook de medewerkers die in de bijwerkfase de behandelplannen voor dialyse en cytostatica moeten bijwerken, hebben deze aanvullende groep nodig.
Werkt in combinatie met alle groepen.",X,
CSAMDW,CSAMDW,CSA Medewerker,,FU,
DATGEC,DATGEC,ZZZ - Datamanager Gastro-enterologische chirurgie,,X,
DATNEF,DATNEF,ZZZ - Datamanager Nefrologie,,X,
DATVAA,DATVAA,Datamanager Vaatchirurgie,,FN,
DBCKNO,DBCKNO,DBC key-users KNO,,LU,
DBCTAN,DBCTAN,DBC key-users Tandheelkunde,,FU,
FCTHK,FCTHK,Aandachtfunctionaris Huiselijk geweld en Kindermishandeling,,FU,
FUNKIN,FUNKIN,ZZZ- Functieafdeling Kindergeneeskunde,,X,
GGZBOP,GGZBOP,ZZZ - Medewerker BOPZ,,X,
GVP,GVP,Gespecialiseerd verpleegkundige / Poliverpleegkundige,,FN,
CS0167,HISNOSUB,HIS Zorginschrijving toevoegen voor afgeschermde praktijk,"Deze groep is alleen van toepassing als er meerdere praktijken in 1 HiX werken. Deze praktijken kunnen elkaars patiënten niet inzien. Deze afscherming werkt op basis van de zorginschrijving van de patiënt. Het kan voorkomen dat een patiënt geen zorginschrijving heeft gekregen. Het dossier is dan niet meer vindbaar voor de huisarts. Bij deze groep is de afscherming niet actief. Aan deze groep is een inloggroep gekoppeld. Gebruikers die met deze inloggroep inloggen, kunnen de patiënt opzoeken en alsnog een actieve zorginschrijving registreren. Geadviseerd wordt om enkele medewerkers van deze inloggroep lid te maken.",FU,
GVPGYN,GVPGYN,Gespecialiseerd verpleegkundige Gynaecologie,,LU,
GVPKIN,GVPKIN,Gespecialiseerd verpleegkundige Kindergeneeskunde,,LU,
GVPLON,GVPLON,Gespecialiseerd verpleegkundige Longgeneeskunde,,LU,
GVPMDL,GVPMDL,Gespecialiseerd verpleegkundige MDL,,LU,
GVPOOG,GVPOOG,Gespecialiseerd verpleegkundige Oogheelkunde,,LU,
GVPOST,GVPOST,ZZZ - Osteoperoseverpleegkundige,,X,
GVPPLA,GVPPLA,Gespecialiseerd Verpleegkundige Plastische Chirurgie,,X,
GVPSTO,GVPSTO,Stomaverpleegkundige,,LU,
GVPVAA,GVPVAA,Gespecialiseerd verpleegkundige Vaatchirurgie,,LU,
HAPGEB,HAPGEB,HAP Gebruikers,,FN,
HAPHA,HAPHA,HAP Huisarts,,FU,
HAPTRI,HAPTRI,HAP Triagist,,FU,
HCK,HCK,Hartcatheterisatie,,O,
HCKSHB,HCKSHB,ZZZ - HCK Schipholbord,,S,
HLPDSK,HLPDSK,Helpdesk,,FU,
IKNL,IKNL,ZZZ - Onderzoeker IKNL,,X,
KCL,KCL,Klinisch Chemisch Lab,,O,
KCLADM,KCLADM,KCL Administratie,,FU,
KEUMAN,KEUMAN,ZZZ - Keukenmanager,,X,
KLI,KLI,Kliniek,,O,
KLIPLN,KLIPLN,Planner Opname/OK,,FU,
KLILLV,KLILLV,ZZZ - Leerlingverpleegkundige,,X,
KLISH,KLISH,Kliniek Schipholbord,,S,
KLISEC,KLISEC,Secretaresse Kliniek,,FN,
KLIVON,KLIVON,Voedingsassistent inclusief Voeding,,FU,
KLVTMP,KLVTMP,Leerlingverpleegkundige (tijdelijke groep met max. rechten),,T,
KSIC+,KSIC+,ZZZ - Secretaresse IC +,,X,
KSKRM,KSKRM,Secretaresse Kraamafdeling,,LU,
CS0104,&STOL,Aanvullend - (Anti)stollingscommissie,Medewerkers (artsen/apothekers/kwaliteitsmedewerkers) die binnen het ziekenhuis deel uitmaken van de (anti)stollingscommissie kunnen aanvullend aan deze groep worden gekoppeld. Hiermee verkrijgen zij de benodigde autorisaties voor het separate werkblad voor complicatiebespreking.,A,
CS0132,APBFINHA,Applicatiebeheer Financieel Huisartsen,,FU,
CS0154,BAPSTAF,Beperkt applicatiebeheer CS-Staffing voor livegang,,FU,
CSRMDW,CSRMDW,CSR Medewerker,,LU,
DATEND,DATEND,Datamanager Endocrinologie,,LU,
DATNCH,DATNCH,Datamanager Neurochirurgie,,LU,
DATSPO,DATSPO,Datamanager Sportgeneeskunde,,LU,
DBCGEV,DBCGEV,ZZZ - DBC key-users Geestelijke verzorging,,X,
DBCORT,DBCORT,DBC key-users Orthopedie,,LU,
DIEA1,DIEA1,Diëtetiek Praktijk Administratie 1,,X,
FUNAUD,FUNAUD,ZZZ - Audiologie-assistent,,X,
FUNRTH,FUNRTH,Functieafdeling Radiotherapie,,LU,
GGZSEC,GGZSEC,Medisch secretaresse GGZ,,LU,
GVPDER,GVPDER,Gespecialiseerd verpleegkundige Dermatologie,,LU,
GVPKNO,GVPKNO,Gespecialiseerd verpleegkundige KNO,,LU,
GVPREU,GVPREU,Gespecialiseerd verpleegkundige Reumatologie,07-03-2024 deze groep aangevuld met werkcontext op specialisme Immunologie,LU,
HCKPLN,HCKPLN,HCK Planner,,FU,
KLAFCT,KLAFC,Klachtenfunctionaris,,X,
KLVKRM,KLVKRM,Leerlingverpleegkundige Kraamafdeling,,X,
KVIC,KVIC,Verpleegkundige IC,,LU,
KVIC+,KVIC+,ZZZ - Verpleegkundige IC +,,X,
KVKRM,KVKRM,Verpleegkundige Kraamafdeling,,LU,
KVNEO,KVNEO,Verpleegkundige Neonatologie,,LU,
KZAINT,KZAINT,KZ Internist,,X,
KZBEH,KZBEH,KZ Behandelaars,,O,
KZDIEA,KZDIEA,Ketenzorg Diëtetiek Administratie,,Z,
KZDIEF,KZDIEF,Ketenzorg Diëtetiek Financieel,,Z,
KZDIN,KZDIN,KZ Ondersteunende diensten,,O,
KZPOD,KZPOD,KZ Podotherapeut,,X,
LAB,LAB,Laboratoria,,O,
MAPTST,MAPTST,Groep t.b.v. testen van Maps,,FU,
MEDFOT,MEDFOT,Medisch Fotograaf,,FU,
MEDPSO,MEDPSO,Medisch psycholoog,,LU,
MIMLOG,MIMLOG,Medisch Immunoloog,,FU,
MMI,MMI,Medische Microbiologie en Infectiepreventie,,O,
MONANE,MONANE,Monitor Anesthesiologie,,LU,
MONCAR,MONCAR,Monitor Cardiologie,,LU,
MONDIA,MONDIA,Monitor Diabetologie,,LU,
MONGEC,MONGEC,ZZZ - Monitor Gastro-enterologische chirurgie,,X,
MONIIF,MONINF,Monitor Infectieziekten,,LU,
MONKAA,MONKAA,Monitor Kaakchirurgie,,LU,
MONKIN,MONKIN,Monitor Kindergeneeskunde,,LU,
MONNCH,MONNCH,Monitor Neurochirurgie,,LU,
MONNEF,MONNEF,Monitor Nefrologie,,LU,
MONONC,MONONC,Monitor Oncologie,,LU,
MONPLA,MONPLA,Monitor Plastische Chirurgie,,LU,
MONPSY,MONPSY,Monitor Psychiatrie,,LU,
MONTAN,MONTAN,ZZZ - Monitor Bijzondere tandheelkunde,,X,
MONTRM,MONTRM,ZZZ - Monitor Traumatologie,,X,
NECCOM,NECCOM,ZZZ - Necrologiecommissie,,X,
NUCMED,NUCMED,ZZZ - Medisch Nucleair Werker,slapend gemaakt omdat vanuit radiologie de nucleaire geneeskunde niet gebruikt wilt worden actiepunt 2027,X,
NUCGEN,NUCGEN,ZZZ - Nucleair-geneeskundige,slapend gemaakt omdat vanuit radiologie de nucleaire geneeskunde niet gebruikt wilt worden actiepunt 2027,X,
OKLOG,OKLOG,OK Logistiek medewerker,,FU,
OKPLAN,OKPLAN,OK Planner,,FU,
OKPDMS,OKPDMS,OK PDMS Medewerker,,ZH00000015,
ONDANE,ONDANE,Onderzoeksmedewerker Anesthesiologie,,LU,
ONDCAR,ONDCAR,Onderzoeksmedewerker Cardiologie,,LU,
ONDDIA,ONDDIA,ZZZ - Onderzoeksmedewerker Diabetologie,,X,
ONDHEM,ONDHEM,Onderzoeksmedewerker Hematologie,,LU,
ONDIC,ONDIC,Onderzoeksmedewerker IC,,LU,
ONDKAA,ONDKAA,Onderzoeksmedewerker Kaakchirurgie,,LU,
ONDKIN,ONDKIN,Onderzoeksmedewerker Kindergeneeskunde,,LU,
DATIIF,DATINF,ZZZ - Datamanager Infectieziekten,,X,
DATINT,DATINT,Datamanager Interne Geneeskunde,,LU,
DATORT,DATORT,Datamanager Orthopedie,,FN,
DATOOG,DATOOG,Datamanager Oogheelkunde,,FN,
DBCBLK,DBCBLK,ZZZ - Validatiemedewerker DBC's met bulkfunctionaliteiten,,X,
DBCHEM,DBCHEM,DBC key-users Hematologie,,FU,
DBCMDL,DBCMDL,DBC key-users MDL,,FU,
DBCREU,DBCREU,DBC key-users Reumatologie,,FU,
DBCURO,DBCURO,DBC key-users Urologie,,LU,
EVSBH,EVSBH,EVS-accountbeheer,"Aangeboden als Inloggroep EVSBH. Met deze inloggroep kun je bij Gebruikers de blokkade op EVS (&-EVS, &-ESD, ?ARTSC) verwijderen of toevoegen.",FU,
FCTGEG,FCTGEG,Functionaris Gegevensbescherming,,FU,
FUNEND,FUNEND,Functieafdeling Endoscopie,,LU,
FUNKAA,FUNKAA,ZZZ - Functieafdeling Kaakchirurgie,,X,
FUNVAA,FUNVAA,ZZZ - Vaatlaborant,,X,
GGZCO,GGZCO,ZZZ - GGZ Coassistent,,X,
GGZROM,GGZROM,ZZZ - ROM-coördinator,,X,
GVERZ,GVERZ,Geestelijk verzorger,,LU,
GVPCON,GVPCON,ZZZ - Continentieverpleegkundige,,X,
GVPGIP,GVPGIP,Gipsverbandmeester,,LU,
GVPKAA,GVPKAA,Gespecialiseerd verpleegkundige Kaakchirurgie,,LU,
GVPNEU,GVPNEU,Gespecialiseerd vpk. Neurologie (Parkinson/CVA/MS),,LU,
GVPREV,GVPREV,Gespecialiseerd verpleegkundige Revalidatie,,LU,
HAP,HAP,Huisartsenpostinformatiesysteem,,FN,
HCKPDM,HCKPDM,ZZZ - HCK PDMS Medewerker,,X,
HISHA,HISART,HIS Arts,,X,
KEUMDW,KEUMDW,Keukenmedewerker,,FU,
KLIFYS,KLIFYS,Klinisch Fysicus,,FU,
KLIVPL,KLIVPL,Verpleegkundige Kliniek,,FN,
KSCC,KSCC,Secretaresse CC,,LU,
KVCTG,KVCTG,Verpleegkundige CTG,,LU,
KVNEU,KVNEU,ZZZ - Verpleegkundige Neurologie met PDMS,,X,
KZALON,KZALON,KZ Longarts,,X,
KZDIEP,KZDIEP,KZ Diëtetiek praktijken,,Z,
KZPODP,KZPODP,KZ Podotherapie praktijken,,FU,
LACTA,LACTA,Lactatiekundige,,FU,
MEDADM,MEDADM,Medische Administratie,,O,
MMB,MMB,Arts Microbioloog,,FU,
MNDHYG,MNDHYG,Mondhygiënist,,LU,
MONGER,MONGER,Monitor Geriatrie,,LU,
MONITO,MONITO,Monitor,"Deze tak is opgedeeld in groepen per specialisme. [Zie ook voor de bijzonderheden: MONSCC]
De monitor heeft inzagerechten op de trials en kan via deze weg patiënten benaderen. Het is een externe medewerker die namens de opdrachtgever (bijv. een farmacotherapeutisch bedrijf) de correcte uitvoering van de studie en juistheid van gegevens controleert. De monitor levert hiertoe periodiek een voortgangsrapportage aan de opdrachtgever. Hierbij wordt van de datamanager verwacht dat de dossiers zijn opgevraagd en ter inzage klaarliggen. De datamanager ontvangt de monitor, organiseert een werkplek en beantwoordt alle vragen.
In HiX beschikt de monitor enkel over inzagerechten op trials (afgeschermd op trialcategorie en ziekenhuislocatie) en trial-traject koppelingen.",FN,
