LIJSTID,CATEGORIE,LIJSTNAAM
CS00061551,ALG,Communicatie
CS00059231,ALG,Complementaire zorg
1000013123,ALG,Complicatieregistratie
CS00059651,ALG,Complicaties POK
CS00001800,ALG,Conatieve functies
1000010818,ALG,Conclusie
CS00064255,ALG,Conclusie duplex
CS00040863,ALG,Conclusie en acties
CS00059467,ALG,Conclusie en acties
CS00037425,ALG,Conclusie en beleid
1000019186,ALG,Conclusie screening
CS00063356,ALG,Consulent levensvragen/geestelijke verzorging
1000019307,ALG,Consult Schakelpunt Gezond Leven
CS00057333,ALG,Consultatiebureau
1000009608,ALG,Consulten
1000009593,ALG,Consulten/overig
CS00030528,ALG,Contactallergie
CS00052803,ALG,contactdermatitis
CS00052804,ALG,contactdermatitis
CS00052805,ALG,contactdermatitis
CS00063593,ALG,Contactgegevens
CS00063607,ALG,Contactgegevens
CS00063532,ALG,Contactmogelijkheden voor kind en ouders
CS00063533,ALG,Contactmogelijkheden voor zorgverleners
CS00055918,ALG,Contactpersonen
CS00056969,ALG,Contactpersonen
CS00048951,ALG,Continentieverpleegkundige
CS00039598,ALG,Controle geplande operaties
CS00051072,ALG,Conversie
CS00051073,ALG,Conversie
CS00051074,ALG,Conversie
CS00051075,ALG,Conversie
CS00051077,ALG,Conversie
CS00051078,ALG,Conversie
CS00051079,ALG,Conversie
CS00051080,ALG,Conversie
CS00051081,ALG,Conversie
CS00051082,ALG,Conversie
CS00051083,ALG,Conversie
CS00051084,ALG,Conversie
CS00051085,ALG,Conversie
CS00051086,ALG,Conversie
CS00051087,ALG,Conversie
CS00051088,ALG,Conversie
CS00051089,ALG,Conversie
CS00051090,ALG,Conversie
CS00051091,ALG,Conversie
CS00051092,ALG,Conversie
CS00051093,ALG,Conversie
CS00051094,ALG,Conversie
CS00051095,ALG,Conversie
CS00051096,ALG,Conversie
CS00051097,ALG,Conversie
CS00051098,ALG,Conversie
CS00051099,ALG,Conversie
CS00051100,ALG,Conversie
CS00051101,ALG,Conversie
CS00051102,ALG,Conversie
CS00045959,ALG,Conversie HG & KM
CS00064533,ALG,Convulsies waarvoor medicatie/interventie
CS00034371,ALG,Coumarine
CS00055257,ALG,COVID-19
1000018909,ALG,COVID-19 vaccinatie
CS00056795,ALG,COVID-19 vaccinatie
CS00056844,ALG,COVID-19 Vaccinatiestatus
1000013203,ALG,Crisisprotocol
CS00033982,ALG,C-Sign out POK
CS00015828,ALG,CT scan
CS00015829,ALG,CT-scan
CS00015844,ALG,CT-scan
CS00038008,ALG,CT-Thorax (CF)
CS00049748,ALG,CVRF
CS00049822,ALG,CVRF LO Algemeen
CS00061342,ALG,CVRM
1000013396,ALG,CVRM SCORE
CS00037996,ALG,Cystic Fibrosis
CS00038047,ALG,Cystic Fibrosis
CS00056436,ALG,D. Taken en bezigheden in het dagelijkse leven
CS00038062,ALG,D1 - Continueer DOAC
CS00038068,ALG,D2 - Stop en herstart apixaban
CS00038063,ALG,D2 - Stop en herstart dabigatran
CS00038069,ALG,D2 - Stop en herstart edoxaban
CS00038067,ALG,D2 - Stop en herstart rivaroxaban
CS00034373,ALG,Dabigatran
1000019701,ALG,Dag 0
1000019711,ALG,Dag 0
1000019702,ALG,Dag 0 - 1
1000019709,ALG,Dag 0 - 1
1000019703,ALG,Dag 1
1000019712,ALG,Dag 2
1000019716,ALG,Dag 2 - 14
1000019705,ALG,Dag 2 - 7
1000019713,ALG,Dag 3 - 4
1000019714,ALG,Dag 5 - 6
1000019707,ALG,Dag voor ontslag
1000015881,ALG,Dagelijkse controle
1000019154,ALG,Dagelijkse controle blaaskathter
1000019009,ALG,Dagelijkse controle maagsonde
1000019146,ALG,Dagelijkse controle rectaalkatheter
CS00061832,ALG,Dagindeling
CS00061365,ALG,DAPT
CS00007217,ALG,DCR registratie binnen DDR - opmaak diagnoseregistratie
CS00011560,ALG,DCR registratie binnen DDR - opmaak onderzoek/trail
CS00006618,ALG,DCR registratie binnen DDR - opmaak reden verwijzing
CS00001678,ALG,DDR 25-03 (MD)
CS00001451,ALG,DDR ALG-KAA
CS00002943,ALG,DDR CHI ALG
CS00001952,ALG,DDR Diabetes ALG
CS00001953,ALG,DDR Diabetes ALG v2
CS00001602,ALG,DDR Ergo ALG
CS00001552,ALG,DDR FYS ALG
CS00001466,ALG,DDR Geriatie ALG
CS00002369,ALG,DDR KNO ALG
CS00002077,ALG,DDR MDL ALG
CS00001677,ALG,DDR Psychologie ALG
CS00001489,ALG,DDR Vasculair ALG
CS00030071,ALG,Decubitus
CS00059925,ALG,Decubitus
CS00060832,ALG,Decubituspreventiemaatregelen
CS00029360,ALG,Decubituswond
CS00032630,ALG,Decubituswond
CS00037144,ALG,Decursus continentieverpleegkundige
CS00035810,ALG,Deel 1 Beoordeling bij start Zorgpad Stervensfase door arts en verpleegkundige
CS00035812,ALG,Deel 2 Beoordeling van patiëntgebonden problemen
CS00035813,ALG,Deel 3 Zorg na het overlijden
CS00058090,ALG,Deel A: de volgende vragen gaan over de LAATSTE wegraking die u heeft gehad:
CS00058091,ALG,Deel B: de volgende vragen gaan over wat er gebeurde tijdens de wegraking.
CS00058092,ALG,Deel C: de volgende vragen gaan over alle wegrakingen die u heeft gehad.
CS00034144,ALG,Defecatie
CS00036369,ALG,Defibrilleren
CS00036370,ALG,Defibrilleren
CS00030072,ALG,Dehiscentie
CS00026254,ALG,Dementie
CS00050910,ALG,Depth (0 fsw)
CS00050882,ALG,Depth (10 fsw)
CS00050893,ALG,Depth (100 fsw)
CS00050883,ALG,Depth (20 fsw)
CS00050884,ALG,Depth (30 fsw)
CS00050886,ALG,Depth (40 fsw)
CS00050887,ALG,Depth (50 fsw)
CS00050889,ALG,Depth (60 fsw)
CS00050890,ALG,Depth (70 fsw)
CS00050891,ALG,Depth (80 fsw)
CS00050892,ALG,Depth (90 fsw)
CS00050872,ALG,Depth (overig)
CS00064594,ALG,DER Duplex onderzoek tekeningen
CS00004197,ALG,Dermatomen en Sensibiliteit
CS00050880,ALG,Descent
CS00051353,ALG,Descent
CS00000004,ALG,Details alcohol
CS00000005,ALG,Details drugs
CS00009816,ALG,Details drugs
CS00004073,ALG,Details Medicijnen
CS00000009,ALG,Details roken
CS00007586,ALG,Details sigaretten
CS00012069,ALG,Details sigaretten
CS00051272,ALG,Detectieapparatuur epilepsie
CS00062044,ALG,Diabetes mellitus
CS00029363,ALG,Diabetische voet
CS00030790,ALG,Diabetische voet
CS00059937,ALG,Diabetische voet
CS00021703,ALG,Diabetische voet (wond 1)
CS00022896,ALG,Diabetische voet (wond 2)
CS00022917,ALG,Diabetische voet (wond 3)
CS00022918,ALG,Diabetische voet (wond 4)
CS00022919,ALG,Diabetische voet (wond 5)
CS00022920,ALG,Diabetische voet (wond 6)
CS00060672,ALG,Diagnose
CS00035804,ALG,Diagnose en uitgangssituatie patiënt
1000013225,ALG,Diagnose indicatie
CS00039415,ALG,Diastolische bloeddrukmeting
CS00030783,ALG,diep 2e graads
CS00063425,ALG,Dieten doorbreken
CS00063598,ALG,Diëtist
CS00037622,ALG,Directe orale anticoagulantia (DOAC)
CS00056360,ALG,Disp. katheter kort CH14
CS00056361,ALG,Disp. pincet
CS00010579,ALG,Disruptieve stoornissen
1000014402,ALG,DMARD
1000013175,ALG,DNA van kind
1000013177,ALG,DNA van moeder
1000013176,ALG,DNA van vader
CS00033983,ALG,D-Nazorg
1000013476,ALG,Dochter 1
1000017980,ALG,Dochter 1
1000013478,ALG,Dochter 2
1000017993,ALG,Dochter 2
1000013480,ALG,Dochter 3
1000017994,ALG,Dochter 3
1000013482,ALG,Dochter 4
1000017995,ALG,Dochter 4
1000013484,ALG,Dochter 5
1000017996,ALG,Dochter 5
1000018051,ALG,Dochter(s)
1000013475,ALG,Dochters
CS00060880,ALG,Dochters
CS00035802,ALG,Documentatie van de beslissing om het Zorgpad Stervensfase te starten
CS00059523,ALG,Dominant hand grip strength (kg)
CS00003173,ALG,Donorregistratie
CS00059234,ALG,Dood
CS00003355,ALG,Dorsaal v. sternocleido
CS00003356,ALG,Dorsaal v. sternocleido
CS00016843,ALG,Dorsaal v. sternocleido
CS00016844,ALG,Dorsaal v. sternocleido
1000012761,ALG,DOS (Delirium Observatie Screening)
1000015924,ALG,Drugs
CS00004844,ALG,Drugs
CS00009811,ALG,Drugs
CS00009848,ALG,Drugs
CS00012070,ALG,Drugs
CS00012071,ALG,Drugs
CS00044146,ALG,Drugs
CS00055383,ALG,Drugs
CS00064532,ALG,Dubbelzien waarvoor ondersteuning
CS00060570,ALG,Duikervaring
CS00060569,ALG,Duikkeuring
CS00034790,ALG,Dyspareunie
CS00023237,ALG,Dyspnoe
CS00056437,ALG,E. Hoe u zich voelt
1000018511,ALG,E. Lichaamsgewicht
CS00050034,ALG,E/A Index
CS00033440,ALG,Ebola Protocol RIVM 2
CS00030193,ALG,Ebola- Risico vragen
1000008259,ALG,ECG
CS00001056,ALG,ECG
CS00015843,ALG,ECG
CS00015846,ALG,ECG
CS00015830,ALG,Echografie
CS00015847,ALG,Echografie
CS00015831,ALG,EEG
CS00015848,ALG,EEG
CS00064025,ALG,Eerdere tetanusscreenings
CS00063749,ALG,Eerste tumor
CS00039860,ALG,Eigenschappen shunt
1000013213,ALG,Eindevaluatie behandeling
CS00008228,ALG,Elleboog links
CS00008227,ALG,Elleboog rechts
CS00007770,ALG,Elleboog rechts/links
CS00015832,ALG,EMG
CS00015849,ALG,EMG
CS00059219,ALG,Emoties
CS00006272,ALG,Emoties en gedrag
1000012710,ALG,EMV
CS00006335,ALG,Endocrien (uitgebreid)
CS00023127,ALG,Endocriene Status
CS00023136,ALG,Endocriene Status (Tractus anamnese II)
CS00015833,ALG,Endoscopie
CS00015835,ALG,Endoscopie
CS00016458,ALG,Enkel/arm index (systolisch)
CS00049632,ALG,Epilepsie aanvalsregistratie
CS00050894,ALG,Epilepsie anamnese
1000019456,ALG,Epilepsy Registry
CS00056639,ALG,ERASE
CS00056643,ALG,ERASE verhelderingsvragen
1000010505,ALG,ERG VL-handfunctie
CS00063596,ALG,Ergotherapeut
CS00030069,ALG,Erosie
CS00030068,ALG,Erytheem/roodheid
CS00059216,ALG,Eten en drinken
CS00036366,ALG,Evaluatie
CS00054124,ALG,Evaluatie stappen
CS00050854,ALG,Exeptional Blood Loss
1000016813,ALG,Expliciete toestemming
CS00049329,ALG,Externe verwijzer
1000019405,ALG,Extra verstrekkingen
CS00052267,ALG,Extra verstrekkingen
CS00044032,ALG,Extra zuurstoftoediening
CS00023172,ALG,Extremiteiten
CS00023173,ALG,Extremiteiten
CS00056438,ALG,F. Sociale activiteiten
CS00057592,ALG,F1 – Continueer Fondaparinux
CS00057593,ALG,F2 – Stop Fondaparinux
CS00050737,ALG,Familiaire hypercholesterolemie
1000015841,ALG,Familiaire ziektegeschiedenis
1000013437,ALG,"Familiaire ziektegeschiedenis, hoofdstuk 6 van 6"
1000018332,ALG,Familiaire ziekten
1000013444,ALG,Familiaire ziekten broer 1
1000013446,ALG,Familiaire ziekten broer 2
1000013448,ALG,Familiaire ziekten broer 3
1000013450,ALG,Familiaire ziekten broer 4
1000013452,ALG,Familiaire ziekten broer 5
1000013477,ALG,Familiaire ziekten dochter 1
1000013479,ALG,Familiaire ziekten dochter 2
1000013481,ALG,Familiaire ziekten dochter 3
1000013483,ALG,Familiaire ziekten dochter 4
1000013485,ALG,Familiaire ziekten dochter 5
1000013441,ALG,Familiaire ziekten moeder
1000013439,ALG,Familiaire ziekten vader
1000013466,ALG,Familiaire ziekten zoon 1
1000013468,ALG,Familiaire ziekten zoon 2
1000013470,ALG,Familiaire ziekten zoon 3
1000013472,ALG,Familiaire ziekten zoon 4
1000013474,ALG,Familiaire ziekten zoon 5
1000013455,ALG,Familiaire ziekten zus 1
1000013457,ALG,Familiaire ziekten zus 2
1000013459,ALG,Familiaire ziekten zus 3
1000013461,ALG,Familiaire ziekten zus 4
1000013463,ALG,Familiaire ziekten zus 5
CS00049766,ALG,Familie aandoeningen
CS00049765,ALG,Familie anamnese (CVRF)
CS00061351,ALG,Familie anamnese (CVRF)
CS00059223,ALG,Familie en gezin
CS00049795,ALG,Familie hart- en vaatziekten (CVRF)
CS00000217,ALG,Familieanamnese
CS00040700,ALG,Familieanamnese
CS00058129,ALG,Familieformulier
CS00059131,ALG,Familiegegevens
1000017997,ALG,Familiegeschiedenis detailvragen
CS00037091,ALG,Familiegesprek
CS00059237,ALG,Familielid bekend bij Klinische genetica in dit centrum
CS00063226,ALG,Familielid bekend in ander centrum
1000014001,ALG,Faxformulier opvragen afleverhistorie OA
1000013178,ALG,Fenotype
1000015622,ALG,Fiat opvragen externe gegevens
CS00001083,ALG,Flebologie
CS00001185,ALG,Fluor vulva/vagina
CS00035364,ALG,Focusvragen vermoeden van mishandeling
CS00052807,ALG,folliculitis
CS00064704,ALG,Follow-up WKR behandeling
CS00057589,ALG,Fondaparinux
CS00040867,ALG,Fontaine classificatie
CS00052847,ALG,Fractional
CS00026056,ALG,Fractuurpreventie
CS00049044,ALG,Fractuurpreventie - niet opvolgen
CS00055180,ALG,Fractuurpreventie - niet opvolgen
CS00056805,ALG,Fractuurpreventie - on hold
CS00044531,ALG,Fractuurpreventie anamnese
CS00044541,ALG,Fractuurpreventie uitslag
CS00055179,ALG,Fractuurpreventie: aan-/afmeldgegevens
CS00061682,ALG,Fractuurpreventie: aanmeldgegevens fractuur
CS00055177,ALG,Fractuurpreventie: aanmeldgegevens osteoporose
CS00058623,ALG,Fractuurpreventie: adviezen
CS00055178,ALG,Fractuurpreventie: afmeldgegevens
CS00060944,ALG,Fractuurpreventie: risicofactoren ≥60 jaar
CS00056810,ALG,FRAX berekend 10-jaars fractuurrisico
1000010791,ALG,Functies/structuren/activiteiten
CS00063594,ALG,Fysiotherapeut
1000018512,ALG,G. Lp(a)
1000014964,ALG,G8 screeningstool voor patienten vanaf >= 70 jaar
CS00004998,ALG,GABA
CS00005006,ALG,GABA
CS00050856,ALG,Gas Gangrene Protocol
1000013486,ALG,Geboorteland
1000015923,ALG,Gebruik alcohol
1000015933,ALG,Gebruik amfetamine
1000015940,ALG,Gebruik anabole steroide
1000015921,ALG,Gebruik anders
1000015942,ALG,Gebruik anders
1000015927,ALG,Gebruik benzodiazepine
1000015934,ALG,Gebruik cannabis
1000015930,ALG,Gebruik cocaïne
1000015931,ALG,"Gebruik crack, base coke"
1000015929,ALG,Gebruik GHB
1000015926,ALG,Gebruik heroïne
1000015937,ALG,Gebruik ketamine
1000015941,ALG,Gebruik laxans
1000015936,ALG,Gebruik LSD
1000015932,ALG,Gebruik MDMA
1000015928,ALG,Gebruik methadon
1000015939,ALG,Gebruik methamfetamine
1000015935,ALG,Gebruik paddo's
1000015938,ALG,Gebruik PCP
1000015920,ALG,Gebruik pijp
1000015918,ALG,Gebruik shag
1000015919,ALG,Gebruik sigaren
1000015917,ALG,Gebruik sigaretten
1000013405,ALG,"Gebruik van medicijnen, hoofdstuk 1 van 6"
1000016288,ALG,Gebruikt u medicijnen?
1000015839,ALG,"Gebruikt u medicijnen? Zo ja, geef graag de dosering, hoe vaak per dag (frequentie) en sinds wanneer"
CS00045575,ALG,Gebruikte materialen
CS00020367,ALG,Geconverteerde medicatie
CS00031886,ALG,Geconverteerde medicatie
CS00035310,ALG,Geconverteerde medicatie (2)
CS00035311,ALG,Geconverteerde medicatie (2)
CS00041309,ALG,Geconverteerde medicatie (3)
1000009662,ALG,Gedurende de afgelopen week
CS00034372,ALG,Geen middel
CS00063601,ALG,Geestelijk verzorger
1000017968,ALG,Gegevens van uw familie
CS00063229,ALG,Gegevens van uw kinderen
CS00063219,ALG,Gegevens van uw ouders
1000018820,ALG,Gegevens verzameling NIV
CS00064528,ALG,Gehoorproblemen
CS00023035,ALG,Geïmpregneerd gaas
CS00054125,ALG,Geïnformeerd
1000010126,ALG,Geinformeerdheid
1000016218,ALG,Gemodificeerde TAND-vragenlijst
CS00028986,ALG,Genetisch onderzoek
CS00028987,ALG,Genetisch onderzoek
1000013174,ALG,Genetisch profiel
CS00000014,ALG,Genitalia externa (man uitgebreid)
CS00000012,ALG,Genitalia externa (uitgebreid)
CS00000013,ALG,Genitalia externa (vrouw uitgebreid)
CS00037999,ALG,Gerelateerde aandoeningen
CS00027185,ALG,Gesprek met
CS00027184,ALG,Gesprek met cliënt
CS00054531,ALG,Gespreksformulier
CS00054563,ALG,Gewicht
CS00001452,ALG,Gewichtsverlies
CS00056750,ALG,Gewrichten
CS00008996,ALG,Gewrichtspop
CS00010555,ALG,Gewrichtspop plus totalen
CS00064531,ALG,Gezichtsveldbeperking waarvoor ondersteuning
CS00063557,ALG,Gezinslid
1000017469,ALG,Gezinssituatie
CS00057377,ALG,Gezondheidsverklaring COVID-19
CS00062539,ALG,Gezwollen en pijnlijke gewrichten
CS00003172,ALG,Gipscontrole
CS00037606,ALG,Gipsen/onderste extremiteit letsel
CS00062765,ALG,Gipsverbandmeester op OK
CS00003916,ALG,Glasgow-coma Scale
CS00030073,ALG,Granulomen
1000018250,ALG,GRZ / ELV (kortdurend verblijf)
1000018513,ALG,H. Glucose
CS00057599,ALG,H1 – Continueer Ongefractioneerd heparine
CS00057600,ALG,H2 – Stop Ongefractioneerd heparine
CS00023129,ALG,Haematologische Status
CS00023138,ALG,Haematologische Status (Tractus anamnese II)
CS00059557,ALG,Halfbroer 1
CS00059558,ALG,Halfbroer 2
CS00059559,ALG,Halfbroer 3
CS00059560,ALG,Halfbroer 4
CS00059561,ALG,Halfbroer 5
CS00059570,ALG,Halfzus 1
CS00059571,ALG,Halfzus 2
CS00059572,ALG,Halfzus 3
CS00059573,ALG,Halfzus 4
CS00059574,ALG,Halfzus 5
1000012810,ALG,Hamilton Depressie schaal
CS00061722,ALG,Handdoppler
CS00001364,ALG,Handen rechts\links
CS00001380,ALG,Handenkaart links
CS00001372,ALG,Handenkaart rechts
CS00023156,ALG,Hart
CS00023157,ALG,Hart
CS00064510,ALG,Hartfalen met ejectiefractie in rust <40%
CS00044012,ALG,Hartfrequentie
1000009592,ALG,Hartfunctie
CS00015154,ALG,Harttonen
CS00049145,ALG,HbA1c reden switch
1000013758,ALG,Heeft u nog andere gevoelens
1000013756,ALG,Heeft u nog andere klachten
1000013867,ALG,HEM Acute Graft-versus-Host-Disease (aGvHD)
1000014687,ALG,HEM Chronische Graft-versus-Host-Disease (cGvHD)
1000009597,ALG,Hematologie
CS00049051,ALG,Hepatitis reden switch
CS00050995,ALG,Hercoderen
CS00055130,ALG,Hercodering voorwaarde
CS00004995,ALG,Heroïne
CS00005003,ALG,Heroïne
CS00052753,ALG,Hersendoodformulier
CS00026121,ALG,Hielprik
1000017102,ALG,HIT 4T
CS00048005,ALG,HIV reden switch
CS00063517,ALG,Hoe ik met mijn ziekte omga
CS00059662,ALG,Hoge dosering LMWH
1000007022,ALG,HoNOS
1000012921,ALG,HoNOS
LA00003624,ALG,HoNOS
1000007018,ALG,HoNOSCA
LA00003623,ALG,HoNOSCA
CS00023145,ALG,Hoofd/hals
CS00023146,ALG,Hoofd/hals
CS00063526,ALG,Hoofdbehandelaar
1000006728,ALG,Hoofdbehandelaar Cancer Center
1000006724,ALG,Hoofdbehandelaar klinisch
1000006726,ALG,Hoofdbehandelaar per episode
CS00003357,ALG,Hoogjugulair
CS00003358,ALG,Hoogjugulair
CS00016845,ALG,Hoogjugulair
CS00016846,ALG,Hoogjugulair
CS00064519,ALG,HP-dysfunctie
CS00064523,ALG,HP-dysfunctie ADH waarvoor behandeling
CS00064520,ALG,HP-dysfunctie GH bevestigd door simulatietest
CS00064521,ALG,HP-dysfunctie TSH waarvoor behandeling
CS00030065,ALG,Huidproblemen
CS00063530,ALG,Huisarts
CS00021760,ALG,Huiselijk geweld
CS00021761,ALG,Huiselijk geweld - Kinderen
CS00035544,ALG,Huiselijk geweld - screening
1000013421,ALG,Huishoudelijk werk
1000013420,ALG,Huishoudelijke taken
CS00030076,ALG,Hulp nodig bij
1000018255,ALG,Hulpmiddelen
CS00030062,ALG,Hulpmiddelen
CS00042712,ALG,Hulpmiddelen
CS00023753,ALG,Hulpverlening toelichting
CS00023028,ALG,Hydrocolloid
CS00023036,ALG,Hydrocolloid (Ag)
CS00023029,ALG,Hydrofiber
CS00023037,ALG,Hydrofiber (Ag)
CS00023277,ALG,Hydrogel
CS00050848,ALG,Hyperbaric oxygen therapy
CS00049147,ALG,Hypercholesterolemie reden switch
CS00052806,ALG,hypergranulatie (granulomen)
CS00049146,ALG,Hypertensie reden switch
CS00059228,ALG,Hypotheken en verzekeringen
1000009386,ALG,ICD Details
1000019642,ALG,Ik geef toestemming om…
1000013755,ALG,Ik heb op dit moment
1000013757,ALG,Ik voel me op dit moment
1000009598,ALG,Immunologie
CS00063372,ALG,Immunotherapie
1000016203,ALG,Immuunglobuline therapie
1000016209,ALG,Imuundysregulatie
CS00052457,ALG,In - Chamber (mmHg)
CS00003361,ALG,In jugulo
CS00003362,ALG,In jugulo
CS00016849,ALG,In jugulo
CS00016850,ALG,In jugulo
CS00057805,ALG,In te richten door ziekenhuis (klinisch)
CS00057804,ALG,In te richten door ziekenhuis (spoed)
CS00059189,ALG,In te vullen door zorgverlener
CS00059721,ALG,Incontinentie Geassocieerde Dermatitis
CS00035428,ALG,Indicatie Kindcheck
1000013557,ALG,Indicatie medisch specialistiche verpleging thuis (MSVT) en Uitvoeringsverzoek tbv wet BIG
CS00029002,ALG,Indien patient beschikbaar voor beantwoording
1000017702,ALG,Indien van toepassing Overdrachtsmoment: Aankomst recovery
1000017703,ALG,Indien van toepassing Stop- en overdrachtsmoment: Ontslag recovery
1000017704,ALG,Indien van toepassing Stopmoment: Verlaten van het UMCU
CS00063506,ALG,Individueel zorgplan kind
CS00063504,ALG,Individueel zorgplan palliatieve zorg voor kinderen
CS00030074,ALG,Infectie
CS00039116,ALG,Infectie van wond
1000016202,ALG,Infecties/jaar
CS00035811,ALG,Informatie
CS00035816,ALG,Informatie aan de naasten
CS00035817,ALG,Informatie met betrekking tot de organisatie
1000018940,ALG,Informatie opvragen dossier
1000010067,ALG,Informatieprofiel
1000007408,ALG,Informed consent
CS00005008,ALG,Informed consent
CS00027784,ALG,Informed consent
CS00033555,ALG,Informed consent
CS00045825,ALG,Informed consent
1000010091,ALG,Informed Consent (aanvrager)
1000010092,ALG,Informed Consent (uitvoerder)
1000010097,ALG,Informed consent bloedproducten
1000019233,ALG,Informed consent PROFILE Biobank
1000015213,ALG,Informed consent vanuit planformulier
CS00003365,ALG,Infraclaviculair
CS00003366,ALG,Infraclaviculair
CS00016853,ALG,Infraclaviculair
CS00016854,ALG,Infraclaviculair
1000018256,ALG,Infusie
CS00063223,ALG,Infuus/labafname
CS00050895,ALG,Initial dive
CS00063262,ALG,Input kinderoncologisch voorblad
CS00063287,ALG,Input kinderoncologisch voorblad
CS00023152,ALG,Inspectie
CS00023159,ALG,Inspectie
CS00023176,ALG,Inspectie
CS00023178,ALG,Inspectie
CS00023182,ALG,Inspectie
CS00040844,ALG,Inspectie voeten
CS00059461,ALG,Inspectie voeten
CS00042715,ALG,Instructie fase
CS00035324,ALG,Intake Epilepsie
CS00057830,ALG,Intake hoofdpijn
CS00057843,ALG,Intake hoofdpijn (ouders)
1000013219,ALG,Intake MGGZ
CS00050858,ALG,Intercranial Abscess Protocol
CS00000020,ALG,Interne verwijzing
CS00050123,ALG,Interventiekaart rookgedrag
1000017464,ALG,Interventies
ZH00000819,ALG,Interventies SCHISIS
ZH00000820,ALG,Interventies SCHISIS
CS00059221,ALG,Intimiteit en seksualiteit
1000014796,ALG,Intoxicatie - alcohol
1000014801,ALG,Intoxicatie - drugs
1000014772,ALG,Intoxicatie 2.0
1000012642,ALG,Intoxicaties
1000012957,ALG,Intoxicaties
1000015944,ALG,Intoxicaties
CS00000026,ALG,Intoxicaties
CS00022332,ALG,Intoxicaties
CS00037587,ALG,Intoxicaties
CS00055914,ALG,Intoxicaties
CS00060592,ALG,Intoxicaties
CS00064692,ALG,Introductie
CS00058922,ALG,Introductie patiëntervaringsmeting PREM MSZ
CS00029000,ALG,Inventarisatie besmettingsrisico
CS00035626,ALG,Inventarisatie besmettingsrisico
1000018006,ALG,Invulling stopmoment is niet nodig
CS00023170,ALG,Inwendig onderzoek
CS00023171,ALG,Inwendig onderzoek
CS00050843,ALG,Inzet ondersteunende palliatieve zorg
CS00030779,ALG,Ischemische wond
1000016201,ALG,Jaarcontrole Primaire Immuundeficientie
CS00013640,ALG,Jadas
CS00013641,ALG,Jadas
CS00027139,ALG,JCI
1000015891,ALG,Juridische status
CS00035738,ALG,Justitioneel ingeslotenen
CS00042714,ALG,Kennismaking met de stoma door patiënt
CS00058921,ALG,Kernvragen
1000011548,ALG,Keuringslijst
1000007049,ALG,Kidscreen - Vragenlijst voor kinderen in de leeftijd van 8 tot 11 jaar
1000007038,ALG,Kidscreen Vragenlijst voor ouders
CS00034556,ALG,Kind
CS00035370,ALG,Kindcheck
CS00063529,ALG,Kinder comfort team
1000019741,ALG,Kinderoncoloog
CS00034554,ALG,Klachten
CS00064694,ALG,Klachten
